"Time";"mlk-georgia-cam-3";"mlk-georgia-cam-1";"mlk-houston-cam-1";"mlk-lindsay-cam-2";"mlk-douglas-cam-1";"mlk-central-cam-2";"mlk-peeples-cam-3";"mlk-douglas-cam-2";"mlk-peeples-cam-1";"mlk-magnolia-cam-2"
"2019-03-31 05:10:00";11;13;20;11;8;0;0;0;0;0
"2019-03-31 05:20:00";5;9;15;11;8;0;0;0;0;0
"2019-03-31 05:30:00";2;3;8;1;4;0;0;0;0;0
"2019-03-31 05:40:00";30;25;16;9;6;0;0;0;0;0
"2019-03-31 05:50:00";17;16;25;14;7;0;0;0;0;0
"2019-03-31 06:00:00";11;9;29;13;9;0;0;0;0;0
"2019-03-31 06:10:00";21;18;19;10;5;0;0;0;0;0
"2019-03-31 06:20:00";22;11;15;18;5;0;0;0;0;0
"2019-03-31 06:30:00";30;34;30;33;20;0;0;0;0;0
"2019-03-31 06:40:00";42;22;34;27;13;0;0;0;0;0
"2019-03-31 06:50:00";29;22;48;34;20;0;0;0;0;0
"2019-03-31 07:00:00";65;76;59;42;22;0;0;0;0;0
"2019-03-31 07:10:00";52;41;36;38;18;0;0;0;0;0
"2019-03-31 07:20:00";80;69;52;46;23;0;0;0;0;0
"2019-03-31 07:30:00";70;61;58;45;37;0;0;0;0;0
"2019-03-31 07:40:00";80;84;70;57;28;0;0;0;0;0
"2019-03-31 07:50:00";86;105;85;57;51;0;0;0;0;0
"2019-03-31 08:00:00";65;83;91;47;39;0;0;0;0;0
"2019-03-31 08:10:00";69;67;67;54;39;0;0;0;0;0
"2019-03-31 08:20:00";67;66;75;59;19;0;0;0;0;0
"2019-03-31 08:30:00";80;88;86;67;41;0;0;0;0;0
"2019-03-31 08:40:00";161;186;99;104;41;0;0;0;0;0
"2019-03-31 08:50:00";169;166;108;125;43;0;0;0;0;0
"2019-03-31 09:00:00";128;107;109;126;33;0;0;0;0;0
"2019-03-31 09:10:00";117;125;114;118;54;0;0;0;0;0
"2019-03-31 09:20:00";145;151;111;87;80;0;0;0;0;0
"2019-03-31 09:30:00";156;199;162;123;88;0;0;0;0;0
"2019-03-31 09:40:00";148;173;160;144;105;0;0;0;0;0
"2019-03-31 09:50:00";184;208;153;116;95;0;0;0;0;0
"2019-03-31 10:00:00";158;231;118;111;73;0;0;0;0;0
"2019-03-31 10:10:00";234;235;156;168;100;0;0;0;0;0
"2019-03-31 10:20:00";249;283;157;233;134;0;0;0;0;0
"2019-03-31 10:30:00";210;259;148;178;109;0;0;0;0;0
"2019-03-31 10:40:00";259;303;223;226;119;0;0;0;0;0
"2019-03-31 10:50:00";265;300;206;268;100;0;0;0;0;0
"2019-03-31 11:00:00";232;249;186;226;103;0;0;0;0;0
"2019-03-31 11:10:00";213;249;148;137;80;0;0;0;0;0
"2019-03-31 11:20:00";262;267;183;149;76;0;0;0;0;0
"2019-03-31 11:30:00";244;228;157;145;64;0;0;0;0;0
"2019-03-31 11:40:00";260;279;175;178;86;0;0;0;0;0
"2019-03-31 11:50:00";274;318;200;182;142;0;0;0;0;0
"2019-03-31 12:00:00";325;323;203;181;134;0;0;0;0;0
"2019-03-31 12:10:00";401;396;246;223;130;0;0;0;0;0
"2019-03-31 12:20:00";407;340;213;205;152;0;0;0;0;0
"2019-03-31 12:30:00";398;398;258;237;136;0;0;0;0;0
"2019-03-31 12:40:00";397;366;267;264;194;0;0;0;0;0
"2019-03-31 12:50:00";451;387;315;255;154;0;0;0;0;0
"2019-03-31 13:00:00";509;409;350;250;199;0;0;0;0;0
"2019-03-31 13:10:00";461;377;350;268;235;0;0;0;0;0
"2019-03-31 13:20:00";421;366;312;195;254;0;0;0;0;0
"2019-03-31 13:30:00";457;443;309;229;198;0;0;0;0;0
"2019-03-31 13:40:00";416;341;298;252;283;0;0;0;0;0
"2019-03-31 13:50:00";347;309;271;186;267;0;0;0;0;0
"2019-03-31 14:00:00";406;295;245;229;180;0;0;0;0;0
"2019-03-31 14:10:00";329;332;344;202;197;0;0;0;0;0
"2019-03-31 14:20:00";408;378;252;221;179;0;0;0;0;0
"2019-03-31 14:30:00";351;354;343;234;279;0;0;0;0;0
"2019-03-31 14:40:00";363;356;245;182;244;0;0;0;0;0
"2019-03-31 14:50:00";313;371;290;232;195;0;0;0;0;0
"2019-03-31 15:00:00";276;324;337;334;324;0;0;0;0;0
"2019-03-31 15:10:00";307;366;400;258;328;0;0;0;0;0
"2019-03-31 15:20:00";331;390;371;223;224;0;0;0;0;0
"2019-03-31 15:30:00";396;438;406;265;314;0;0;0;0;0
"2019-03-31 15:40:00";362;449;340;232;220;0;0;0;0;0
"2019-03-31 15:50:00";287;354;315;194;216;0;0;0;0;0
"2019-03-31 16:00:00";305;391;285;179;198;0;0;0;0;0
"2019-03-31 16:10:00";309;398;321;201;201;0;0;0;0;0
"2019-03-31 16:20:00";297;349;266;190;273;0;0;0;0;0
"2019-03-31 16:30:00";276;337;212;161;231;0;0;0;0;0
"2019-03-31 16:40:00";300;296;199;170;336;0;0;0;0;0
"2019-03-31 16:50:00";309;360;179;207;343;0;0;0;0;0
"2019-03-31 17:00:00";311;333;177;176;333;0;0;0;0;0
"2019-03-31 17:10:00";303;324;209;193;294;0;0;0;0;0
"2019-03-31 17:20:00";299;315;191;186;203;0;0;0;0;0
"2019-03-31 17:30:00";321;349;234;202;218;0;0;0;0;0
"2019-03-31 17:40:00";344;298;200;182;216;0;0;0;0;0
"2019-03-31 17:50:00";317;352;222;177;262;0;0;0;0;0
"2019-03-31 18:00:00";302;316;241;207;264;0;0;0;0;0
"2019-03-31 18:10:00";201;252;205;124;313;0;0;0;0;0
"2019-03-31 18:20:00";139;107;169;152;309;0;0;0;0;0
"2019-03-31 18:30:00";267;285;172;204;273;0;0;0;0;0
"2019-03-31 18:40:00";323;337;129;200;220;0;0;0;0;0
"2019-03-31 18:50:00";344;320;109;186;173;0;0;0;0;0
"2019-03-31 19:00:00";266;239;132;196;260;0;0;0;0;0
"2019-03-31 19:10:00";263;301;170;187;267;0;0;0;0;0
"2019-03-31 19:20:00";234;274;152;237;272;0;0;0;0;0
"2019-03-31 19:30:00";278;241;183;251;234;0;0;0;0;0
"2019-03-31 19:40:00";176;177;193;188;170;0;0;0;0;0
"2019-03-31 19:50:00";188;177;226;183;195;0;0;0;0;0
"2019-03-31 20:00:00";218;197;231;213;161;0;0;0;0;0
"2019-03-31 20:10:00";210;247;233;180;122;0;0;0;0;0
"2019-03-31 20:20:00";231;223;266;194;111;0;0;0;0;0
"2019-03-31 20:30:00";226;216;135;160;50;0;0;0;0;0
"2019-03-31 20:40:00";215;216;151;125;65;0;0;0;0;0
"2019-03-31 20:50:00";203;226;170;138;62;0;0;0;0;0
"2019-03-31 21:00:00";164;174;148;140;62;0;0;0;0;0
"2019-03-31 21:10:00";140;144;124;121;50;0;0;0;0;0
"2019-03-31 21:20:00";140;162;101;99;48;0;0;0;0;0
"2019-03-31 21:30:00";103;112;105;99;67;0;0;0;0;0
"2019-03-31 21:40:00";106;99;144;125;97;0;0;0;0;0
"2019-03-31 21:50:00";98;86;124;104;80;0;0;0;0;0
"2019-03-31 22:00:00";104;92;108;100;37;0;0;0;0;0
"2019-03-31 22:10:00";102;97;107;90;41;0;0;0;0;0
"2019-03-31 22:20:00";143;176;118;121;44;0;0;0;0;0
"2019-03-31 22:30:00";94;67;94;105;49;0;0;0;0;0
"2019-03-31 22:40:00";97;96;63;97;55;0;0;0;0;0
"2019-03-31 22:50:00";83;79;75;83;47;0;0;0;0;0
"2019-03-31 23:00:00";79;86;73;76;35;0;0;0;0;0
"2019-03-31 23:10:00";62;74;75;55;40;0;0;0;0;0
"2019-03-31 23:20:00";53;51;82;54;39;0;0;0;0;0
"2019-03-31 23:30:00";44;36;47;41;32;0;0;0;0;0
"2019-03-31 23:40:00";50;35;47;52;27;0;0;0;0;0
"2019-03-31 23:50:00";58;87;52;48;14;0;0;0;0;0
"2019-04-01 00:00:00";58;81;53;38;24;0;0;0;0;0
"2019-04-01 00:10:00";40;33;33;24;23;0;0;0;0;0
"2019-04-01 00:20:00";48;56;45;36;21;0;0;0;0;0
"2019-04-01 00:30:00";28;22;15;11;6;0;0;0;0;0
"2019-04-01 00:40:00";30;16;13;14;21;0;0;0;0;0
"2019-04-01 00:50:00";29;30;16;17;8;0;0;0;0;0
"2019-04-01 01:00:00";33;15;31;26;30;0;0;0;0;0
"2019-04-01 01:10:00";15;20;28;24;18;0;0;0;0;0
"2019-04-01 01:20:00";31;27;25;12;4;0;0;0;0;0
"2019-04-01 01:30:00";16;31;14;15;9;0;0;0;0;0
"2019-04-01 01:40:00";15;11;11;13;13;0;0;0;0;0
"2019-04-01 01:50:00";20;15;18;14;5;0;0;0;0;0
"2019-04-01 02:00:00";33;35;8;13;4;0;0;0;0;0
"2019-04-01 02:10:00";20;10;7;3;2;0;0;0;0;0
"2019-04-01 02:20:00";17;20;13;10;4;0;0;0;0;0
"2019-04-01 02:30:00";14;12;9;7;5;0;0;0;0;0
"2019-04-01 02:40:00";10;18;5;6;8;0;0;0;0;0
"2019-04-01 02:50:00";6;7;6;1;5;0;0;0;0;0
"2019-04-01 03:00:00";14;10;7;13;4;0;0;0;0;0
"2019-04-01 03:10:00";10;10;17;16;6;0;0;0;0;0
"2019-04-01 03:20:00";7;10;3;4;0;0;0;0;0;0
"2019-04-01 03:30:00";11;8;12;6;8;0;0;0;0;0
"2019-04-01 03:40:00";12;15;5;6;4;0;0;0;0;0
"2019-04-01 03:50:00";4;0;3;5;7;0;0;0;0;0
"2019-04-01 04:00:00";10;4;5;4;4;0;0;0;0;0
"2019-04-01 04:10:00";2;0;6;1;3;0;0;0;0;0
"2019-04-01 04:20:00";12;6;1;0;1;0;0;0;0;0
"2019-04-01 04:30:00";12;6;10;3;8;0;0;0;0;0
"2019-04-01 04:40:00";17;22;8;10;5;0;0;0;0;0
"2019-04-01 04:50:00";12;23;15;10;5;0;0;0;0;0
"2019-04-01 05:00:00";22;28;18;4;6;0;0;0;0;0
"2019-04-01 05:10:00";16;28;10;7;0;0;0;0;0;0
"2019-04-01 05:20:00";25;23;14;15;8;0;0;0;0;0
"2019-04-01 05:30:00";31;34;26;21;18;0;0;0;0;0
"2019-04-01 05:40:00";37;54;36;33;14;0;0;0;0;0
"2019-04-01 05:50:00";68;47;23;16;16;0;0;0;0;0
"2019-04-01 06:00:00";48;55;52;39;31;0;0;0;0;0
"2019-04-01 06:10:00";41;52;50;49;33;0;0;0;0;0
"2019-04-01 06:20:00";46;33;45;50;37;0;0;0;0;0
"2019-04-01 06:30:00";98;104;68;73;19;0;0;0;0;0
"2019-04-01 06:40:00";104;114;124;104;16;0;0;0;0;0
"2019-04-01 06:50:00";192;190;133;107;29;0;0;0;0;0
"2019-04-01 07:00:00";215;228;171;140;42;0;0;0;0;0
"2019-04-01 07:10:00";208;255;181;183;78;0;0;0;0;0
"2019-04-01 07:20:00";325;357;262;246;101;0;0;0;0;0
"2019-04-01 07:30:00";417;377;342;236;105;0;0;0;0;0
"2019-04-01 07:40:00";417;347;414;346;215;0;0;0;0;0
"2019-04-01 07:50:00";401;273;481;355;240;0;0;0;0;0
"2019-04-01 08:00:00";273;190;477;405;173;0;0;0;0;0
"2019-04-01 08:10:00";390;278;436;357;75;0;0;0;0;0
"2019-04-01 08:20:00";432;369;303;310;25;0;0;0;0;0
"2019-04-01 08:30:00";425;332;278;332;39;0;0;0;0;0
"2019-04-01 08:40:00";296;211;301;244;86;0;0;0;0;0
"2019-04-01 08:50:00";354;294;268;239;59;0;0;0;0;0
"2019-04-01 09:00:00";313;257;168;0;65;0;0;0;0;0
"2019-04-01 09:10:00";290;228;178;0;62;0;0;0;0;0
"2019-04-01 09:20:00";314;242;134;0;30;0;0;0;0;0
"2019-04-01 09:30:00";230;181;143;0;63;0;0;0;0;0
"2019-04-01 09:40:00";237;189;121;0;95;0;0;0;0;0
"2019-04-01 09:50:00";240;207;167;0;74;0;0;0;0;0
"2019-04-01 10:00:00";364;330;175;0;34;0;0;0;0;0
"2019-04-01 10:10:00";284;389;148;0;20;0;0;0;0;0
"2019-04-01 10:20:00";275;273;169;0;96;0;0;0;0;0
"2019-04-01 10:30:00";271;301;166;0;116;0;0;0;0;0
"2019-04-01 10:40:00";261;282;189;0;180;0;0;0;0;0
"2019-04-01 10:50:00";334;375;288;0;223;0;0;0;0;0
"2019-04-01 11:00:00";374;455;297;0;243;0;0;0;0;0
"2019-04-01 11:10:00";328;371;246;0;202;0;0;0;0;0
"2019-04-01 11:20:00";443;484;281;0;273;0;0;0;0;0
"2019-04-01 11:30:00";450;462;269;0;201;0;0;0;0;0
"2019-04-01 11:40:00";445;475;284;0;277;0;0;0;0;0
"2019-04-01 11:50:00";496;471;353;0;279;0;0;0;0;0
"2019-04-01 12:00:00";489;459;371;0;328;0;0;0;0;0
"2019-04-01 12:10:00";471;475;349;0;229;0;0;0;0;0
"2019-04-01 12:20:00";460;450;348;0;305;0;0;0;0;0
"2019-04-01 12:30:00";415;438;406;0;274;0;0;0;0;0
"2019-04-01 12:40:00";484;517;403;0;344;0;0;0;0;0
"2019-04-01 12:50:00";504;489;460;0;336;0;0;0;0;0
"2019-04-01 13:00:00";510;494;408;0;309;0;0;0;0;0
"2019-04-01 13:10:00";327;241;362;0;246;178;40;62;36;21
"2019-04-01 13:20:00";289;202;286;0;121;303;67;93;85;18
"2019-04-01 13:30:00";374;389;260;0;76;309;65;50;87;30
"2019-04-01 13:40:00";389;351;314;0;102;304;64;65;79;31
"2019-04-01 13:50:00";336;255;309;0;164;334;66;93;89;19
"2019-04-01 14:00:00";366;248;359;0;168;328;122;122;118;31
"2019-04-01 14:10:00";380;286;410;0;159;288;138;101;110;29
"2019-04-01 14:20:00";433;329;304;0;208;137;99;129;113;35
"2019-04-01 14:30:00";365;326;287;0;221;178;105;150;88;51
"2019-04-01 14:40:00";359;317;257;0;143;225;116;145;84;24
"2019-04-01 14:50:00";334;259;303;0;176;276;100;122;85;46
"2019-04-01 15:00:00";297;219;326;0;212;341;113;176;68;47
"2019-04-01 15:10:00";416;355;343;0;204;330;114;137;93;51
"2019-04-01 15:20:00";451;435;289;0;112;338;103;53;86;47
"2019-04-01 15:30:00";441;393;247;0;162;372;131;87;89;36
"2019-04-01 15:40:00";433;353;323;0;154;305;98;93;52;50
"2019-04-01 15:50:00";403;387;336;0;198;315;125;140;90;56
"2019-04-01 16:00:00";475;425;341;0;237;301;110;166;61;47
"2019-04-01 16:10:00";473;386;369;0;339;375;120;227;109;47
"2019-04-01 16:20:00";416;330;398;0;301;321;125;212;129;50
"2019-04-01 16:30:00";347;264;490;0;353;363;143;246;123;41
"2019-04-01 16:40:00";331;303;497;0;434;384;169;297;109;121
"2019-04-01 16:50:00";432;412;355;0;396;329;145;246;50;119
"2019-04-01 17:00:00";568;510;591;0;242;208;95;115;82;80
"2019-04-01 17:10:00";641;566;596;0;324;189;119;125;110;97
"2019-04-01 17:20:00";663;535;505;0;268;343;155;101;174;113
"2019-04-01 17:30:00";594;445;355;0;173;320;93;63;115;103
"2019-04-01 17:40:00";453;429;325;0;116;337;101;74;54;29
"2019-04-01 17:50:00";355;281;359;0;177;287;87;96;101;9
"2019-04-01 18:00:00";253;238;303;0;186;309;78;107;74;15
"2019-04-01 18:10:00";241;237;371;0;141;287;74;110;54;29
"2019-04-01 18:20:00";229;174;308;0;184;227;93;110;86;30
"2019-04-01 18:30:00";255;322;347;0;217;219;131;138;101;52
"2019-04-01 18:40:00";289;184;331;0;221;216;123;157;93;77
"2019-04-01 18:50:00";216;183;307;0;156;224;71;87;84;11
"2019-04-01 19:00:00";167;150;258;0;109;204;59;55;56;5
"2019-04-01 19:10:00";199;206;338;0;235;196;98;78;108;34
"2019-04-01 19:20:00";218;249;291;0;239;193;105;113;84;25
"2019-04-01 19:30:00";257;290;284;0;155;160;95;94;89;11
"2019-04-01 19:40:00";269;307;222;0;169;169;57;83;59;45
"2019-04-01 19:50:00";230;253;203;0;168;181;50;82;72;28
"2019-04-01 20:00:00";275;321;325;0;194;184;121;177;104;85
"2019-04-01 20:10:00";319;293;355;0;131;168;105;161;76;98
"2019-04-01 20:20:00";266;203;230;0;105;144;69;115;61;64
"2019-04-01 20:30:00";232;238;288;0;146;143;93;130;68;82
