"Time";"mlk-peeples";"mlk-magnolia";"mlk-lindsay";"mlk-houston";"mlk-georgia";"mlk-douglas";"mlk-central"
"2019-03-18 16:00:00";0.10999999940395355;0.33000001311302185;null;null;0.33000001311302185;0.09000000357627869;0.4400000174840291
"2019-03-18 16:05:00";0.10999999940395355;0.33000001311302185;null;null;0.33000001311302185;0.11750000342726707;0.5033333500226339
"2019-03-18 16:10:00";0.10999999940395355;0.23249999433755875;null;null;0.33000001311302185;0.38500000536441803;0.38499999791383743
"2019-03-18 16:15:00";0.32000001271565753;0.29999999205271405;null;null;0.33000001311302185;0.3674999922513962;0.45250000804662704
"2019-03-18 16:20:00";0.21250000596046448;0.3199999928474426;null;null;0.3100000098347664;0.20000000298023224;0.25250000692903996
"2019-03-18 16:25:00";0.30000001192092896;0.3125000074505806;null;null;0.30000001192092896;0.2850000001490116;0.3566666642824809
"2019-03-18 16:30:00";0.6399999856948853;0.4924999997019768;null;null;0.4650000110268593;0.3199999928474426;0.4050000086426735
"2019-03-18 16:35:00";0.5466666519641876;0.5150000154972076;null;null;0.550000011920929;0.3199999928474426;0.2874999940395355
"2019-03-18 16:40:00";0.3400000035762787;0.30000001192092896;null;null;0.4750000089406967;0.3199999928474426;0.32250000163912773
"2019-03-18 16:45:00";0.09250000026077032;0.33000001311302185;null;null;0.3149999976158142;0.30000001192092896;0.4399999976158142
"2019-03-18 16:50:00";0.24750000145286322;0.3075000084936619;null;null;0.36000001430511475;0.36000001430511475;0.5725000202655792
"2019-03-18 16:55:00";0.10333333661158879;0.6499999761581421;null;null;0.4700000087420146;0.36000001430511475;0.4725000075995922
"2019-03-18 17:00:00";0.019999999552965164;0.5499999821186066;null;null;0.2800000011920929;0.3450000137090683;0.45499999821186066
"2019-03-18 17:05:00";0.18249999918043613;0.4125000089406967;null;null;0.42250000685453415;0.33000001311302185;0.3333333333333333
"2019-03-18 17:10:00";0.5549999922513962;0.28999999165534973;null;null;0.6766666869322459;0.24000000581145287;0.3174999952316284
"2019-03-18 17:15:00";0.6299999952316284;0.30249999463558197;null;null;0.10500000324100256;0.32750000059604645;0.1850000023841858
"2019-03-18 17:20:00";0.6075000166893005;0.30666666229565936;null;null;0.10750000271946192;0.2575000002980232;0.6899999976158142
"2019-03-18 17:25:00";0.39750001579523087;0.26749999448657036;null;null;0.14000000059604645;0.29333333174387616;0.5800000031789144
